,flux_min_0,flux_max_0,flux_mean_0,flux_std_0,flux_mad_0,flux_min_1,flux_max_1,flux_std_1,flux_mad_1,flux_min_2,flux_max_2,flux_std_2,flux_mad_2,flux_min_3,flux_max_3,flux_std_3,flux_mad_3,flux_min_4,flux_max_4,flux_std_4,flux_mad_4,flux_min_5,flux_max_5,flux_std_5,flux_mad_5
0,-116.913223,125.18280800000001,-3.2545543809523836,83.94473484004939,74.26855731519275,-1100.440063,660.626343,601.7873017178656,527.9306730095124,-681.858887,611.984558,455.1213459035589,406.5801629292508,-530.644592,445.73706100000004,335.42505265083753,297.6748190915576,-422.184509,381.953735,291.80344900101153,261.23080213198574,-422.81509400000004,378.18814100000003,294.77952179982975,266.63813127608495
1,-14.735178,14.509829000000002,-2.7203978714285713,7.11350925807684,6.234381242857142,-11.715749,9.129021,5.712334208876125,4.8841409610969375,-10.067919,10.529041000000001,5.770737950433979,5.037765623086734,-12.394592999999999,11.330316,6.450413062896658,5.567387322066328,-12.286800999999999,9.827933999999999,6.406989177289857,5.59596042857143,-14.211164000000002,14.770885999999999,7.094072861753205,6.034442709183673
2,-3.4599599999999997,5.942166,-0.04808041666666669,1.8288721462780044,1.453186694444445,-3.3930800000000003,5.693109,1.8072285285350025,1.3331925147928996,-2.848838,20.994711,5.559483176125365,3.618288449704141,-5.435798999999999,33.572102,8.191986945035548,5.03800046153846,-5.83631,41.159981,10.710344451041857,6.601152512110725,-19.159810999999998,47.310059,13.332757757775845,8.866820356016918
3,-3.8743489999999996,18.014029,1.7975230416666672,4.374444817348484,2.8332694398148135,-3.61841,192.244293,25.96465936927507,8.466958767857145,-2.159753,220.79521200000002,31.957997360997968,14.05969701977041,-4.944036,203.250702,34.96769758344316,20.272614422193875,-15.494463,183.633118,33.06905311870409,19.291932563137756,-10.249386999999999,141.51328999999998,26.06012958016506,15.852542905785121
4,-6.804703,5.330927,0.6609479523809523,2.360084467320598,1.778978650037793,-2.622109,37.170177,8.10752508189956,5.62741218192628,-2.084535,106.671692,21.31985388932545,13.555071564209277,-2.8002700000000003,139.818405,26.27064859036663,15.164498885850174,-16.543753,143.600189,26.865912733009587,14.26862823662307,-10.86054,109.15758500000001,21.4346268399968,11.236580488765776
5,-3.818113,71.678154,1.2874494166666666,8.727326136152094,3.0312166064814816,-2.582174,8.092285,1.6947764095228235,1.1539605266272195,-2.793446,3.025061,1.3385565432350304,1.0997707499999998,-3.693207,3.9903370000000002,1.6214888802939387,1.3502101471893486,-8.17632,13.652751,3.5990472228908947,2.477559327181853,-12.695161,17.768314,5.593902737614741,4.3505653317954645
6,-7.049055,276.15957599999996,14.888846746031746,52.33503112085717,27.29235017535903,-3.5043839999999995,1448.715698,246.9680022732182,89.01716041141498,-3.254089,1289.8514400000001,217.13015625920565,78.1390013935791,-3.270371,1002.724548,175.15722360030526,63.24489309512485,-5.226799,737.409363,130.3793336535326,47.116998479191444,-13.854152,653.044312,114.30103895596676,42.61110233795014
7,-3.751457,5.241472,0.10764496825396824,2.1000480855838712,1.6567944399092964,-5.074782,5.108418,1.7762178101337316,1.3162281307966703,-2.9353599999999997,4.109369,1.3667031486983838,1.025303225921522,-5.678552,7.900053,2.653919667320303,2.0408053305588583,-5.789132,17.082548000000003,4.870883217862663,3.860993203329369,-14.525748000000002,34.559826,10.212357321160885,7.666165167128346
8,-3.560047,22.368911999999998,2.2250605999999995,6.7705877299101465,4.0943881866666665,-8.547652000000001,195.06456,44.17645110338798,24.295611025185185,-3.7575730000000003,231.828339,58.580788809413185,35.52876977283951,-4.013668,225.627914,58.21765355854149,39.34875982222223,-9.072731,188.361435,51.07506638550504,35.15313067160495,-13.367911999999999,150.104599,39.834079515991846,28.271534480000007
9,-7.061294,7.164557,0.6586518999999998,2.860189861773749,2.165019686666667,-3.843095,3.3090050000000004,1.5547918068032105,1.1112817619753084,-2.3164,30.658575,6.152493982639396,2.5476901777777776,-6.478241000000001,4.062335,2.548569851879941,2.0812120355555557,-9.012094,8.158356,4.114000871647299,3.4362285303703706,-52.764720999999994,15.606678,12.38190621065955,9.212606303209876
10,-4.855162,6.8506160000000005,0.2503804999999999,2.332514546231888,1.8575607361111106,-2.576053,12.795062,3.2847357602296414,2.5530095401785706,-2.988047,19.92598,5.096836762595971,3.8205235771683665,-5.997713,16.612894,3.919707111283124,2.8060644311224485,-5.3338779999999995,18.105003,4.8232862302306385,3.6034494547193883,-18.000116000000002,21.651644,7.758120231323441,5.948190515702481
11,-4.709099,98.29547099999999,4.865321555555555,18.88930229193096,8.398775841269842,-7.297919,214.805969,47.29113894863602,26.029196565992862,-3.893877,134.434021,37.23173810091234,22.30665565517242,-3.2874339999999997,127.249214,35.51924363297836,21.348227443519615,-4.846033,138.748123,37.269324029145075,22.326379847800233,-17.384005,145.030457,36.92873043902611,22.139020798399503
12,-4.737796,5.997335,0.21267420833333328,1.7704972193052764,1.3658056250000004,-3.4019470000000003,4.307523000000001,1.4289171084631647,1.0860750841836737,-2.000134,3.291617,1.2157161006026846,0.9388324821428572,-3.178009,18.823622,5.440620800619632,4.610206107142858,-11.276850999999999,20.846098,6.637411928844046,5.382522875000002,-17.098705,35.218456,9.876466157500218,7.705195030082642
13,-8.054072,6.134089,0.061403513888888796,2.2291518702327506,1.6652494170524692,-1.94135,3.72528,1.2975042382179371,1.04508799872449,-2.259178,6.090662,1.7694547658217779,1.383871263392857,-2.458792,12.662434,2.734240613165351,2.0410587276785717,-7.190589,23.50779,4.174566559542993,2.5604097142857145,-15.131953,16.749819,5.845055955309736,4.274905572231405
14,-6.794836999999999,98.330528,2.7312551746031746,14.382790838384533,5.76501255883094,-12.490160000000001,41.401955,6.202717191396267,2.73523072294887,-5.80995,63.73216600000001,8.668026381833506,2.9468870404280616,-7.007833,142.929169,19.62524387008069,6.897844174791914,-10.981421000000001,1897.066772,249.13971834746843,64.27934374910822,-24.442567999999998,432.418915,59.08414883425058,20.657135076023383
15,-8.199913,9.575159,-0.5436895571428573,2.9711537507322485,2.233889496734694,-137.934402,46.633656,23.068974736613384,12.327795270408163,-216.426498,70.879387,35.23997708510418,16.785700977040822,-186.129196,64.997238,30.828090859003215,15.616529058673462,-126.412323,46.008010999999996,21.46495047567313,11.022601511479591,-63.193478000000006,29.690588,12.278990903895947,7.910133853316327
16,-5.7148639999999995,16.806917000000002,1.2860175079365068,3.329947512987976,2.3021599929453256,-10.424401,56.288123999999996,8.167827621963088,4.069213890011891,-2.899641,294.855255,40.11087824004825,16.780852315101075,-4.468032,491.29351799999995,65.84753106272959,24.804843078477997,-7.0879259999999995,477.137726,65.28992397261395,27.922856141498226,-16.889565,387.830719,54.488456083036006,23.95981186334258
17,-4.278332,3.7387639999999998,0.22646150793650796,2.0352297716779515,1.6808296588561356,-4.355514,5.192554,1.7869224430688453,1.3169015897740783,-2.045771,18.512936,3.9352966713006725,2.3656711694411423,-3.3247690000000003,17.764956,4.180865982711962,2.83272825921522,-5.9563120000000005,28.498444,6.388275263410666,4.066699875148634,-14.235923000000001,43.106094,9.840329855399078,7.3626219285934145
18,-4.159219,27.857284999999997,1.8249716999999999,6.510507002015185,3.5935652466666665,-3.9709519999999996,154.806046,34.12557136042747,20.277356962962966,-3.5661980000000004,122.826347,31.238858550020478,20.11900109925926,-3.875092,106.12089499999999,29.27744363832852,18.843079857777777,-6.844633,114.254494,30.63989608281749,19.619473768888888,-13.541395000000001,118.780266,30.329714193802634,18.937156382222224
19,-10.048283999999999,7.71422,-0.5837924761904764,2.6907695089658255,1.7263819455782319,-4.165573,6.21014,1.855872700092106,1.3667925862068975,-3.673089,7.741397,1.8432810079833504,1.280165975029727,-1.7916490000000003,22.242645,3.997660982282982,2.748568385255648,-6.734299000000001,39.706257,8.149086894461451,5.674381120095125,-6.155841000000001,37.790539,9.550800109050329,6.710458851338871
