,flux_min_0,flux_max_0,flux_mean_0,flux_std_0,flux_mad_0,flux_min_1,flux_max_1,flux_std_1,flux_mad_1,flux_min_2,flux_max_2,flux_std_2,flux_mad_2,flux_min_3,flux_max_3,flux_std_3,flux_mad_3,flux_min_4,flux_max_4,flux_std_4,flux_mad_4,flux_min_5,flux_max_5,flux_std_5,flux_mad_5
7733,-10.990169999999999,77.11586,9.048972142857142,23.32079942938188,15.361526346938772,-3.910093,74.87151300000001,23.48004086093919,14.29713246,-5.317682,125.61956799999999,36.51033713553498,22.25656404958678,-19.425638,139.202927,28.77468958542014,13.224345366399998,-30.086443,112.996277,34.203175651910016,23.311918000000002,-31.683709999999998,160.860031,40.923247671905855,26.255991168044076
2500,-6.752387,34.100338,7.044197461538461,10.51436509057676,7.658286106508876,-2.70128,6.898161999999999,2.549800847035913,1.834135638888889,-7.1298,118.897026,24.93969139090637,10.14948879395085,-10.471814,1823.7434079999998,408.03713446532566,173.33705911499996,-17.084667,2346.315918,500.45522380372506,203.63190035123964,-58.555088,90.216705,35.775739786331854,26.900231791666666
5738,-33.022022,72.99202,22.277412923076927,33.442697162211,27.055753455621304,-399.750671,33.816265,121.72151944669413,65.9644592231405,-23.587482,35.151718,18.295340331883263,15.273166350000006,-293.963318,27.215544,64.36888215513821,28.470115438016524,-212.203873,42.878597,44.15312806128468,24.48615044536941,-131.161179,78.64814,43.491820935168526,34.58378077574871
3507,-47.420326,83.70545200000001,38.081708545454546,35.04468085172132,22.134419223140494,43.633724,98.15014599999999,17.789874293519194,14.96416775308642,31.972294,86.15014599999999,15.856051241582914,12.68815492,35.82547,107.996521,20.21382373970779,16.925877102040822,31.711396999999998,101.31660500000001,21.328075739446554,19.34529894650206,25.160532,207.873459,41.81390251714021,33.395883833648384
2865,-13.268672,15.624185999999998,-1.7893660000000005,8.072050831943296,5.959242999999999,-88.715546,55.242867000000004,46.36982367846218,37.384214852071004,-116.629974,51.484039,46.91703228497445,37.85465440443214,-99.665306,70.606865,54.38653335367994,45.865773778393354,-91.76187900000001,48.20002,33.21149563097125,26.123409,-54.454685,89.722054,31.593160503774783,24.67406397530864
2207,-17.927021,10.193546000000001,-5.468016615384615,8.957322160364006,6.817441491124262,-3.793792,47.922993,17.04137756812623,12.985669719008268,-6.801817,63.256434999999996,20.00785876605737,13.584075221172023,-14.470713,43.827892,13.558452942264557,6.790621306122448,-29.608673,50.587505,19.04437629754259,13.913637920438957,-53.503570999999994,85.13810699999999,31.9631621320031,24.246014654064272
2012,-6.847702000000001,8.574534,0.6495379206349207,2.541605875304178,1.9280101657848325,-3.5222900000000004,97.179634,21.081552393443012,12.434151320451845,-3.9051400000000003,167.036652,39.63579234620081,25.45225795243758,-2.978389,180.821732,46.59932952221539,31.909506657550534,-6.729862,154.017151,40.16732888714974,28.302976770511304,-11.726561,122.03260800000001,33.11042544882093,23.97986481440444
2887,-8.91421,23.367535,0.9719534615384615,10.583014379828537,7.314051171597634,-4.050768,120.364952,34.62764745464202,20.472637958333333,-3.5303080000000002,172.776657,43.771654281602956,24.329645615384614,-10.689974000000001,142.11231999999998,36.6107847854123,26.59818521180556,-30.644059999999996,187.12313799999998,40.27836451606658,19.672171464922712,-65.46815500000001,185.678268,50.39278603887403,34.416430449704144
2812,-42.912037,97.027046,28.575111888888884,53.66556921513018,45.95862456790124,-27.955640999999996,69.612709,38.373879555053634,34.00680807407407,-30.133387,118.101097,38.19295983513381,29.89963608641975,-30.444653000000002,93.13317099999999,39.8702778514386,32.08606741176471,-16.712234,159.00683600000002,40.5942794000515,29.896819360544225,-49.937096000000004,92.413063,38.32326505817696,30.81883840816327
3136,-2.437558,13.040600999999999,6.0943379090909096,5.477213153172942,4.349760644628098,-3.8975779999999998,70.475868,23.619015805733106,13.940038074074074,-4.1806220000000005,507.93417400000004,119.54947244490587,53.15846372839508,-9.791621000000001,138.98381,45.643511484361824,29.0035588125,-16.997768,237.450638,70.634237094521,45.01765551724138,-33.352936,321.729462,85.4511600272161,59.30851534499999
